	Word	PoS		FrSp	Ra	DiSp		LogLi	FrWr	Ra	DiWr
	social	Adj	:	115	10	0.75	-	3523.1	458	90	0.90
	society	NoC	%	102	10	0.79	-	1712.4	303	90	0.93
	@	@	societies	13	9	0.71	-	340.5	47	88	0.89
	@	@	society	89	10	0.79	-	1379.3	256	90	0.93
	some	DetP	:	1986	10	0.97	+	485.6	1681	90	0.98
	somebody	Pron	:	409	10	0.96	+	9932.6	34	89	0.91
	someone	Pron	:	181	10	0.90	-	1.8	187	90	0.93
	something	Pron	:	1290	10	0.96	+	9584.5	437	90	0.93
	sometimes	Adv	:	199	10	0.94	-	2.4	206	90	0.96
	somewhere	Adv	:	173	10	0.93	+	1294.8	58	90	0.90
	son	NoC	%	85	10	0.89	-	549.4	175	90	0.90
	@	@	son	72	10	0.88	-	365.0	138	90	0.91
	@	@	sons	13	10	0.78	-	203.4	37	90	0.82
	soon	Adv	:	82	10	0.91	-	540.3	170	90	0.96
	sorry	Adj	%	431	10	0.91	+	6460.5	78	90	0.85
	@	@	sorrier	0	0	0.00	-	3.9	0	14	0.74
	@	@	sorry	431	10	0.91	+	6473.3	78	90	0.85
	sort	NoC	%	800	10	0.89	+	10829.2	163	90	0.95
	@	@	sort	712	10	0.90	+	9947.3	140	90	0.95
	@	@	sorts	88	10	0.83	+	927.2	23	90	0.96
	sort of	Adv	:	472	10	0.92	+	17161.9	11	83	0.82
	source	NoC	%	31	10	0.76	-	1692.9	172	90	0.94
	@	@	source	19	10	0.78	-	942.0	99	90	0.94
	@	@	sources	12	8	0.64	-	752.3	73	90	0.92
	south	NoC	%	103	10	0.77	-	308.0	172	90	0.94
	@	@	south	103	10	0.77	-	307.8	172	90	0.94
	speak	Verb	%	276	10	0.94	+	9.5	259	90	0.94
	@	@	speak	128	10	0.93	+	125.9	90	90	0.93
	@	@	speaking	68	10	0.88	+	36.8	53	90	0.96
	@	@	speaks	10	10	0.87	-	15.4	15	90	0.94
	@	@	spoke	43	10	0.92	-	129.6	73	90	0.90
	@	@	spoken	26	10	0.89	-	1.8	29	90	0.93
	special	Adj	:	125	10	0.88	-	559.4	231	90	0.96
	spend	Verb	%	214	10	0.91	-	8.9	228	90	0.97
	@	@	spend	103	10	0.92	+	119.9	71	90	0.96
	@	@	spending	28	10	0.83	-	0.4	30	90	0.94
	@	@	spends	6	10	0.80	-	2.2	8	89	0.93
	@	@	spent	76	10	0.90	-	180.9	120	90	0.97
	staff	NoC	%	139	10	0.80	-	469.2	239	90	0.93
	@	@	staff	138	10	0.80	-	456.3	237	90	0.92
	@	@	staffs	0	4	0.59	-	10.5	1	58	0.86
	@	@	staves	0	1	0.00	-	9.9	1	33	0.79
	stage	NoC	%	140	10	0.81	-	252.4	210	90	0.95
	@	@	stage	126	10	0.81	-	98.5	166	90	0.96
	@	@	stages	14	9	0.75	-	277.7	44	90	0.93
	stand	Verb	%	234	10	0.95	-	336.0	337	90	0.92
	@	@	stand	114	10	0.93	+	58.3	89	90	0.96
	@	@	standing	63	10	0.90	-	16.4	74	90	0.91
	@	@	stands	21	10	0.90	-	30.9	30	90	0.95
	@	@	stood	36	10	0.88	-	1119.7	144	90	0.87
	standard	NoC	%	68	10	0.78	-	667.7	162	90	0.93
	@	@	standard	32	10	0.82	-	132.7	58	90	0.93
	@	@	standards	36	10	0.74	-	571.5	103	90	0.93
	start	Verb	%	743	10	0.94	+	2521.1	376	90	0.96
	@	@	start	365	10	0.94	+	2575.0	128	90	0.96
	@	@	started	261	10	0.91	+	436.5	165	90	0.95
	@	@	starting	57	10	0.92	+	21.3	46	90	0.96
	@	@	starts	60	10	0.93	+	113.8	37	89	0.92
	state	NoC	%	128	10	0.73	-	3460.2	476	90	0.90
	@	@	state	108	10	0.76	-	2796.8	393	90	0.90
	@	@	states	20	10	0.48	-	666.8	83	90	0.87
	stay	Verb	%	222	10	0.88	+	87.5	179	90	0.93
	@	@	stay	146	10	0.88	+	95.9	110	90	0.93
	@	@	stayed	29	10	0.83	-	7.5	34	89	0.93
	@	@	staying	34	10	0.79	+	14.7	27	90	0.92
	@	@	stays	12	10	0.90	+	30.9	7	89	0.93
	still	Adv	:	739	10	0.97	+	7.2	715	90	0.97
	stop	Verb	%	334	10	0.90	+	261.9	246	90	0.92
	@	@	stop	225	10	0.89	+	661.8	120	90	0.93
	@	@	stopped	70	10	0.90	-	85.4	99	90	0.89
	@	@	stopping	22	10	0.89	+	28.3	15	90	0.94
	@	@	stops	16	10	0.88	+	12.5	12	89	0.94
	story	NoC	%	129	10	0.88	-	212.2	191	90	0.95
	@	@	stories	34	10	0.84	-	50.3	49	90	0.94
	@	@	story	95	10	0.89	-	161.8	141	90	0.95
	street	NoC	%	160	10	0.88	-	365.8	253	90	0.94
	@	@	street	137	10	0.87	-	208.5	200	90	0.94
	@	@	streets	23	10	0.81	-	200.4	52	90	0.94
	strong	Adj	%	95	10	0.90	-	747.8	209	90	0.97
	@	@	strong	77	10	0.90	-	606.9	170	90	0.97
	@	@	stronger	14	10	0.89	-	75.0	28	90	0.97
	@	@	strongest	3	8	0.66	-	76.7	11	90	0.94
	structure	NoC	%	89	10	0.64	-	654.9	191	90	0.91
	@	@	structure	80	10	0.63	-	319.5	143	90	0.92
	@	@	structures	9	7	0.69	-	459.3	48	89	0.90
	student	NoC	%	73	10	0.69	-	1530.4	240	90	0.88
	@	@	student	25	10	0.78	-	526.0	82	90	0.89
	@	@	students	48	10	0.64	-	1004.5	157	90	0.87
	study	NoC	%	56	10	0.79	-	3826.2	359	90	0.86
	@	@	studies	18	10	0.74	-	1801.2	149	90	0.84
	@	@	study	38	10	0.80	-	2046.9	209	90	0.88
	stuff	NoC	%	274	10	0.86	+	4406.4	46	90	0.90
	@	@	stuff	274	10	0.86	+	4430.3	45	89	0.90
	@	@	stuffs	0	2	0.33	-	1.2	0	25	0.75
	subject	NoC	%	86	10	0.77	-	1727.5	276	90	0.88
	@	@	subject	66	10	0.78	-	1059.8	192	90	0.86
	@	@	subjects	19	10	0.66	-	693.7	84	90	0.86
	such	DetP	:	225	10	0.91	-	5912.7	825	90	0.95
	such as	Prep	:	43	10	0.73	-	4252.5	354	90	0.94
	suggest	Verb	%	157	10	0.75	-	803.7	303	90	0.95
	@	@	suggest	77	10	0.77	-	19.5	90	90	0.94
	@	@	suggested	42	10	0.74	-	569.2	114	90	0.96
	@	@	suggesting	27	9	0.72	+	0.9	25	90	0.94
	@	@	suggests	12	9	0.72	-	781.6	74	89	0.92
	support	NoC	%	106	10	0.71	-	645.9	215	90	0.93
	@	@	support	104	10	0.71	-	636.4	212	90	0.93
	@	@	supports	2	5	0.53	-	9.5	3	76	0.90
	support	Verb	%	137	10	0.68	-	173.2	193	90	0.93
	@	@	support	93	10	0.67	-	2.2	98	90	0.92
	@	@	supported	23	9	0.68	-	293.4	60	90	0.94
	@	@	supporting	15	10	0.76	-	16.2	20	90	0.93
	@	@	supports	6	8	0.55	-	60.9	15	81	0.80
	suppose	Verb	%	282	10	0.89	+	1888.3	102	89	0.90
	@	@	suppose	275	10	0.89	+	2237.7	88	89	0.90
	@	@	supposed	5	10	0.85	-	52.1	12	86	0.89
	@	@	supposes	0	2	0.33	-	10.0	1	46	0.86
	@	@	supposing	2	6	0.61	+	0.0	1	55	0.85
	sure	Adj	%	479	10	0.95	+	2185.7	213	90	0.92
	@	@	sure	479	10	0.95	+	2211.1	212	90	0.92
	@	@	surer	0	0	0.00	-	10.5	1	32	0.84
	@	@	surest	0	0	0.00	-	12.3	1	35	0.84
	system	NoC	%	232	10	0.76	-	3582.9	664	90	0.89
	@	@	system	189	10	0.79	-	2141.5	476	90	0.91
	@	@	systems	43	10	0.60	-	1558.4	188	90	0.80
	T / t	Lett	:	255	10	0.91	+	4505.4	37	89	0.80
	table	NoC	%	176	10	0.91	-	163.5	237	90	0.94
	@	@	table	148	10	0.90	-	176.8	208	90	0.94
	@	@	tables	28	10	0.89	-	1.3	30	90	0.95
	take	Verb	%	2018	10	0.98	+	303.7	1771	90	0.98
	@	@	take	1149	10	0.97	+	2625.5	665	90	0.98
	@	@	taken	231	10	0.88	-	559.0	369	90	0.98
	@	@	takes	126	10	0.97	+	7.6	117	90	0.96
	@	@	taking	224	10	0.95	+	1.9	217	90	0.98
	@	@	took	287	10	0.91	-	351.4	404	90	0.95
	talk	Verb	%	776	10	0.93	+	6061.9	254	90	0.92
	@	@	talk	266	10	0.92	+	1339.7	113	90	0.92
	@	@	talked	68	10	0.85	+	125.9	42	90	0.91
	@	@	talkin'	0	0	0.00	-	20.4	1	21	0.70
	@	@	talking	428	10	0.94	+	5463.6	93	90	0.92
	@	@	talks	14	10	0.89	+	67.7	6	84	0.93
	tape	NoC	%	182	10	0.74	+	1987.0	46	90	0.92
	@	@	tape	139	10	0.76	+	1502.5	35	90	0.92
	@	@	tapes	44	10	0.67	+	484.6	11	90	0.90
	tax	NoC	%	118	10	0.87	-	316.1	192	90	0.87
	@	@	tax	107	10	0.87	-	197.5	162	90	0.87
	@	@	taxes	10	10	0.80	-	165.6	30	88	0.88
	tea	NoC	%	176	10	0.76	+	805.5	78	90	0.90
	@	@	tea	172	10	0.76	+	801.9	76	90	0.90
	@	@	teas	4	10	0.69	+	7.3	2	59	0.83
	teacher	NoC	%	134	10	0.74	-	305.8	211	90	0.89
	@	@	teacher	67	10	0.84	-	58.2	90	90	0.90
	@	@	teachers	67	10	0.63	-	278.4	121	90	0.88
	team	NoC	%	116	10	0.82	-	740.6	238	90	0.91
	@	@	team	93	10	0.83	-	651.8	197	90	0.91
	@	@	teams	23	10	0.77	-	93.3	41	88	0.90
	tell	Verb	%	1180	10	0.90	+	2156.7	728	90	0.92
	@	@	tell	668	10	0.90	+	3824.7	265	90	0.89
	@	@	tellin'	0	0	0.00	-	9.2	0	12	0.64
	@	@	telling	108	10	0.88	+	401.2	53	90	0.92
	@	@	tells	42	10	0.92	+	7.4	36	89	0.94
	@	@	told	362	10	0.88	-	3.2	373	90	0.92
	ten	Num	%	627	10	0.95	+	6680.3	161	90	0.96
	@	@	ten	616	10	0.95	+	6735.9	155	90	0.96
	@	@	tens	11	10	0.81	+	24.9	7	83	0.91
	term	NoC	%	178	10	0.78	-	555.0	301	90	0.91
	@	@	term	102	10	0.82	-	43.5	125	90	0.92
	@	@	terms	76	10	0.72	-	681.3	176	90	0.89
	test	NoC	%	82	10	0.88	-	520.1	168	90	0.92
	@	@	test	62	10	0.89	-	278.1	114	90	0.91
	@	@	tests	20	10	0.78	-	262.7	53	90	0.92
	than	Conj	:	683	10	0.95	-	1547.3	1074	90	0.98
	thank	Verb	%	599	10	0.83	+	11499.1	77	90	0.89
	@	@	thank	595	10	0.83	+	12397.0	67	90	0.88
	@	@	thanked	2	8	0.68	-	61.0	8	84	0.90
	@	@	thanking	2	10	0.81	-	0.3	2	67	0.90
	@	@	thanks	0	3	0.45	+	0.1	0	24	0.81
	thanks	NoC	:	162	10	0.92	+	1361.9	50	90	0.93
	that	Conj	:	7246	10	0.85	-	6.1	7315	90	0.97
	that	DetP	:	14252	10	0.95	+	213613.5	2581	90	0.95
	the	Det	:	39605	10	0.91	-	104720.4	64420	90	0.99
	their	Det	:	1284	10	0.85	-	9386.0	2761	90	0.97
	themselves	Pron	%	128	10	0.80	-	686.6	250	90	0.96
	@	@	theirselves	4	9	0.80	+	147.0	0	3	0.43
	@	@	themselves	124	10	0.80	-	732.9	250	90	0.96
	then	Adv	:	3474	10	0.93	+	19911.6	1378	90	0.95
	theory	NoC	%	40	10	0.72	-	1585.1	183	90	0.89
	@	@	theories	4	9	0.68	-	510.3	40	89	0.87
	@	@	theory	35	10	0.70	-	1108.9	142	90	0.90
	there	Adv	%	2895	10	0.88	+	45274.9	498	90	0.92
	@	@	there	2894	10	0.88	+	45269.5	498	90	0.92
	there	Ex	:	4067	10	0.95	+	9288.2	2354	90	0.98
	therefore	Adv	:	152	10	0.73	-	356.2	241	90	0.92
	these	DetP	:	1269	10	0.95	+	2.0	1252	90	0.95
	they	Pron	%	12517	10	0.95	+	62479.9	5337	90	0.97
	@	@	'em	58	10	0.81	+	848.9	11	75	0.84
	@	@	them	3126	10	0.93	+	10733.0	1572	90	0.96
	@	@	they	9333	10	0.95	+	52132.8	3754	90	0.97
	thing	NoC	%	2240	10	0.96	+	22464.9	607	90	0.94
	@	@	thing	1136	10	0.96	+	13670.5	261	90	0.92
	@	@	things	1103	10	0.92	+	9183.8	346	90	0.95
	think	Verb	%	5063	10	0.97	+	63854.6	1110	90	0.91
	@	@	think	3977	10	0.97	+	71946.0	562	90	0.92
	@	@	thinking	179	10	0.94	+	771.9	82	90	0.92
	@	@	thinks	62	10	0.88	+	134.2	36	89	0.94
	@	@	thought	845	10	0.83	+	2811.8	430	90	0.90
	third	Ord	:	132	10	0.85	-	391.0	220	90	0.95
	thirty	Num	%	534	10	0.93	+	12312.5	50	90	0.92
	@	@	thirties	14	10	0.76	+	50.4	7	83	0.92
	@	@	thirty	520	10	0.93	+	12743.0	43	89	0.91
	this	DetP	:	5627	10	0.95	+	2379.6	4506	90	0.97
	those	DetP	:	1121	10	0.92	+	655.4	861	90	0.96
	though	Adv	:	410	10	0.80	+	7013.8	63	89	0.93
	though	Conj	:	5	10	0.89	-	4885.8	273	90	0.96
	thousand	NoC	%	553	10	0.83	+	7468.0	113	90	0.90
	@	@	thousand	516	10	0.82	+	10998.7	56	90	0.86
	@	@	thousands	37	10	0.80	-	75.8	57	90	0.92
	three	Num	%	1735	10	0.95	+	9857.9	692	90	0.97
	@	@	three	1721	10	0.95	+	9654.5	691	90	0.97
	@	@	threes	14	10	0.64	+	375.0	1	52	0.87
	through	Prep	:	615	10	0.92	-	271.8	758	90	0.98
	thus	Adv	:	8	10	0.75	-	3757.9	228	90	0.92
	time	NoC	%	2103	10	0.95	+	439.7	1802	90	0.98
	@	@	time	1819	10	0.96	+	548.7	1509	90	0.98
	@	@	times	284	10	0.90	-	2.4	293	90	0.97
	to	Inf	%	16615	10	0.96	+	14.7	16453	90	0.99
	@	@	~na*	1376	10	0.79	+	58868.4	8	66	0.83
	@	@	~ta*	326	10	0.75	+	13786.2	2	49	0.83
	@	@	to	14912	10	0.93	-	1371.7	16442	90	0.99
	to	Prep	:	6950	10	0.94	-	7715.3	9620	90	0.99
	today	Adv	:	503	10	0.94	+	2058.0	236	90	0.92
	together	Adv	:	262	10	0.92	-	84.3	313	90	0.98
	tomorrow	Adv	:	234	10	0.80	+	1831.4	76	90	0.87
	tonight	Adv	:	178	10	0.81	+	1466.4	56	86	0.85
	too	Adv	:	629	10	0.93	-	89.0	710	90	0.95
	top	NoC	%	204	10	0.89	+	425.6	121	90	0.95
	@	@	top	196	10	0.90	+	475.5	112	90	0.95
	@	@	tops	7	10	0.82	-	4.8	9	85	0.91
	towards	Prep	:	123	10	0.83	-	1331.3	305	90	0.96
	town	NoC	%	171	10	0.84	-	138.9	227	90	0.93
	@	@	town	159	10	0.84	-	30.1	182	90	0.92
	@	@	towns	13	10	0.72	-	302.9	44	90	0.90
	trade	NoC	%	131	10	0.67	-	334.2	211	90	0.91
	@	@	trade	122	10	0.67	-	333.5	199	90	0.91
	@	@	trades	9	8	0.49	-	5.6	12	85	0.91
	training	NoC	%	156	10	0.73	-	93.0	198	90	0.91
	@	@	training	156	10	0.73	-	93.8	198	90	0.91
	true	Adj	%	177	10	0.94	-	2.0	184	90	0.97
	@	@	true	177	10	0.94	-	1.3	182	90	0.97
	@	@	truer	0	2	0.29	-	7.6	1	58	0.89
	@	@	truest	0	1	0.00	-	5.8	1	30	0.79
	try	Verb	%	824	10	0.97	+	1366.9	521	90	0.95
	@	@	tried	107	10	0.96	-	159.4	155	90	0.93
	@	@	tries	11	10	0.85	-	13.7	15	89	0.94
	@	@	try	396	10	0.97	+	1728.1	180	90	0.96
	@	@	trying	311	10	0.95	+	836.7	171	90	0.94
	turn	Verb	%	358	10	0.93	-	307.4	477	90	0.93
	@	@	turn	198	10	0.90	+	373.4	121	90	0.96
	@	@	turned	100	10	0.92	-	1269.4	263	90	0.90
	@	@	turning	34	10	0.94	-	137.2	61	90	0.93
	@	@	turns	27	10	0.93	-	10.6	33	89	0.95
	twelve	Num	%	280	10	0.94	+	4884.9	42	90	0.95
	@	@	twelve	278	10	0.94	+	4881.9	41	90	0.95
	@	@	twelves	1	8	0.68	+	11.1	0	12	0.38
	twenty	Num	%	937	10	0.92	+	23421.5	74	90	0.91
	@	@	twenties	13	10	0.82	+	38.0	7	82	0.91
	@	@	twenty	925	10	0.92	+	23929.7	67	90	0.91
	two	Num	%	2724	10	0.96	+	8369.5	1429	90	0.98
	@	@	two	2710	10	0.96	+	8229.4	1428	90	0.98
	@	@	twos	14	10	0.75	+	332.1	1	56	0.87
	type	NoC	%	154	10	0.87	-	562.1	271	90	0.90
	@	@	type	117	10	0.89	-	212.8	176	90	0.87
	@	@	types	37	10	0.76	-	431.3	95	90	0.92
	UK	NoP	%	0	2	0.29	-	3834.5	198	90	0.90
	@	@	U.K.	0	0	0.00	-	82.3	4	58	0.79
	@	@	UK	0	2	0.29	-	3746.8	193	88	0.90
	under	Prep	:	234	10	0.91	-	2659.7	590	90	0.95
	understand	Verb	%	236	10	0.86	-	0.2	238	90	0.96
	@	@	understand	203	10	0.88	+	156.2	149	90	0.95
	@	@	understanding	7	10	0.70	-	113.2	20	90	0.93
	@	@	understands	3	10	0.80	-	22.5	7	89	0.94
	@	@	understood	23	10	0.76	-	303.3	61	90	0.97
	union	NoC	%	170	10	0.65	-	95.7	216	90	0.88
	@	@	union	134	10	0.64	-	74.7	169	90	0.86
	@	@	unions	36	9	0.64	-	21.0	46	85	0.89
	unit	NoC	%	84	10	0.81	-	712.6	191	90	0.93
	@	@	unit	48	10	0.85	-	485.6	116	90	0.93
	@	@	units	36	10	0.73	-	231.8	74	90	0.91
	university	NoC	%	87	10	0.43	-	806.2	203	90	0.87
	@	@	universities	12	9	0.35	-	110.8	28	88	0.87
	@	@	university	75	10	0.44	-	695.4	175	90	0.87
	until	Conj	:	137	10	0.95	-	619.5	254	90	0.96
	until	Prep	:	82	10	0.90	-	608.0	177	90	0.95
	up	Adv	:	2891	10	0.91	+	6666.5	1668	90	0.95
	up to	Prep	:	228	10	0.93	+	386.8	144	90	0.96
	upon	Prep	:	80	10	0.73	-	1521.1	252	90	0.94
	US	NoP	%	2	8	0.68	-	3319.1	181	89	0.84
	@	@	U.S.	0	0	0.00	-	97.2	5	53	0.81
	@	@	US	2	8	0.68	-	3220.5	176	89	0.84
	use	NoC	%	106	10	0.82	-	2281.0	353	90	0.94
	@	@	use	99	10	0.83	-	2204.7	334	90	0.94
	@	@	uses	8	9	0.69	-	82.4	19	88	0.90
	use	Verb	%	859	10	0.90	-	516.7	1095	90	0.95
	@	@	use	455	10	0.92	+	605.8	303	90	0.95
	@	@	used	225	10	0.87	-	1783.4	497	90	0.95
	@	@	uses	22	10	0.90	-	76.6	38	90	0.92
	@	@	using	157	10	0.85	-	430.2	257	90	0.93
	used (to)	VMod	:	742	10	0.76	+	15000.9	88	90	0.94
	usually	Adv	:	144	10	0.91	-	144.4	197	90	0.94
	value	NoC	%	86	10	0.79	-	1637.3	269	90	0.92
	@	@	value	70	10	0.81	-	919.9	187	90	0.93
	@	@	values	15	8	0.70	-	786.4	82	90	0.90
	various	Adj	:	101	10	0.76	-	242.9	161	90	0.95
	very	Adv	:	2373	10	0.89	+	11530.6	1025	90	0.97
	view	NoC	%	212	10	0.71	-	253.5	297	90	0.95
	@	@	view	169	10	0.71	-	115.9	219	90	0.95
	@	@	views	43	9	0.70	-	177.4	78	90	0.94
	voice	NoC	%	56	10	0.89	-	1695.1	220	90	0.87
	@	@	voice	48	10	0.89	-	1520.1	194	90	0.87
	@	@	voices	8	10	0.84	-	176.5	26	89	0.92
	wait	Verb	%	252	10	0.85	+	77.6	208	90	0.90
	@	@	wait	166	10	0.83	+	755.9	74	90	0.91
	@	@	waited	8	10	0.86	-	427.9	43	90	0.86
	@	@	waiting	76	10	0.89	-	15.3	88	90	0.91
	@	@	waits	2	7	0.63	-	7.3	3	74	0.91
	walk	Verb	%	262	10	0.83	+	113.2	209	90	0.90
	@	@	walk	122	10	0.83	+	461.7	59	90	0.92
	@	@	walked	55	10	0.79	-	215.6	99	90	0.86
	@	@	walking	74	10	0.84	+	138.5	45	90	0.91
	@	@	walks	11	10	0.72	+	25.5	6	87	0.92
	wall	NoC	%	98	10	0.85	-	450.0	183	90	0.93
	@	@	wall	79	10	0.84	-	136.4	118	90	0.92
	@	@	walls	19	10	0.86	-	436.4	65	90	0.93
	want	Verb	%	2548	10	0.89	+	22687.1	760	90	0.93
	@	@	wan	231	10	0.70	+	9356.2	3	51	0.79
	@	@	want	1776	10	0.89	+	20109.9	432	90	0.93
	@	@	wanted	314	10	0.95	+	287.9	225	90	0.91
	@	@	wantin'	0	0	0.00	-	2.6	0	6	0.54
	@	@	wanting	31	10	0.94	+	19.3	23	90	0.93
	@	@	wants	197	10	0.86	+	1185.7	76	90	0.93
	war	NoC	%	181	10	0.74	-	604.8	311	90	0.94
	@	@	war	170	10	0.74	-	556.9	291	90	0.94
	@	@	wars	11	9	0.67	-	48.7	20	90	0.93
	watch	Verb	%	243	10	0.77	+	91.9	197	90	0.90
	@	@	watch	148	10	0.75	+	879.7	57	90	0.93
	@	@	watched	31	10	0.75	-	274.5	71	90	0.87
	@	@	watches	2	9	0.71	-	1.4	3	70	0.88
	@	@	watching	62	10	0.81	-	1.9	66	90	0.90
	water	NoC	%	285	10	0.84	-	251.5	382	90	0.94
	@	@	water	278	10	0.84	-	180.8	358	90	0.94
	@	@	waters	7	9	0.61	-	155.1	24	90	0.92
	way	NoC	%	1358	10	0.95	+	614.7	1079	90	0.97
	@	@	way	1252	10	0.96	+	956.3	925	90	0.97
	@	@	ways	106	10	0.78	-	157.4	154	90	0.95
	we	Pron	%	11507	10	0.93	+	105361.0	3356	90	0.96
	@	@	us	1059	10	0.92	+	2981.0	573	90	0.96
	@	@	we	10448	10	0.93	+	106914.5	2784	90	0.96
	week	NoC	%	829	10	0.93	+	2548.1	435	90	0.94
	@	@	week	631	10	0.92	+	2765.9	286	90	0.93
	@	@	weeks	198	10	0.95	+	137.3	149	90	0.95
	well	Adv	:	5310	10	0.87	+	107026.4	634	90	0.95
	what	DetP	:	7313	10	0.92	+	75414.2	1936	90	0.94
	whatever	DetP	:	289	10	0.97	+	1663.0	114	90	0.96
	when	Adv	:	530	10	0.92	+	248.6	420	90	0.98
	when	Conj	:	2255	10	0.94	+	1836.7	1649	90	0.97
	where	Adv	:	1380	10	0.94	+	8075.1	541	90	0.97
	where	Conj	:	160	10	0.95	-	2907.1	492	90	0.96
	whether	Conj	:	413	10	0.91	+	214.7	322	90	0.95
	which	DetP	:	2208	10	0.82	-	8187.5	3893	90	0.96
	while	Conj	:	156	10	0.95	-	3694.5	543	90	0.98
	white	Adj	%	132	10	0.85	-	353.6	215	90	0.95
	@	@	white	131	10	0.85	-	354.2	214	90	0.95
	@	@	whiter	1	4	0.48	-	0.2	1	37	0.79
	@	@	whitest	0	1	0.00	-	0.1	0	10	0.68
	who	Pron	:	1780	10	0.94	-	443.9	2086	90	0.98
	whole	Adj	:	248	10	0.92	+	52.6	212	90	0.97
	whose	DetP	:	43	10	0.89	-	2013.3	216	90	0.97
	why	Adv	:	1113	10	0.89	+	6453.4	439	90	0.92
	wide	Adj	%	70	10	0.83	-	795.2	176	90	0.96
	@	@	wide	48	10	0.84	-	529.0	120	90	0.96
	@	@	wider	20	10	0.74	-	245.2	52	90	0.93
	@	@	widest	1	5	0.61	-	22.4	3	77	0.92
	wife	NoC	%	117	10	0.90	-	378.7	199	90	0.92
	@	@	wife	107	10	0.90	-	315.7	178	90	0.92
	@	@	wives	10	9	0.71	-	68.0	20	90	0.91
	will	VMod	%	5508	10	0.94	+	13658.5	3108	90	0.96
	@	@	'll	3066	10	0.86	+	53585.0	455	90	0.86
	@	@	will	1890	10	0.88	-	1698.5	2537	90	0.94
	@	@	wo~	552	10	0.82	+	7229.2	116	89	0.89
	win	Verb	%	155	10	0.83	-	397.9	251	90	0.90
	@	@	win	69	10	0.82	-	30.4	85	90	0.89
	@	@	winning	13	10	0.82	-	162.3	34	90	0.89
	@	@	wins	7	10	0.67	-	6.5	9	85	0.89
	@	@	won	66	10	0.83	-	295.4	123	90	0.90
	window	NoC	%	143	10	0.83	-	164.7	200	90	0.89
	@	@	window	91	10	0.85	-	23.8	107	90	0.90
	@	@	windows	52	10	0.76	-	195.6	92	90	0.82
	wish	Verb	%	136	10	0.85	-	83.2	174	90	0.95
	@	@	wish	113	10	0.85	+	10.9	101	90	0.95
	@	@	wished	11	10	0.83	-	278.7	40	90	0.92
	@	@	wishes	7	10	0.72	-	64.8	16	90	0.92
	@	@	wishing	5	8	0.74	-	94.9	16	90	0.95
	with	Prep	:	4446	10	0.97	-	8896.2	6821	90	0.99
	within	Prep	:	253	10	0.74	-	1165.1	472	90	0.95
	without	Prep	:	227	10	0.92	-	1611.1	483	90	0.98
	woman	NoC	%	371	10	0.81	-	1434.8	661	90	0.94
	@	@	woman	138	10	0.86	-	504.1	243	90	0.92
	@	@	women	232	10	0.73	-	931.9	418	90	0.92
	wonder	Verb	%	189	10	0.90	+	350.1	116	90	0.88
	@	@	wonder	124	10	0.87	+	1111.8	37	90	0.92
	@	@	wondered	32	10	0.91	-	77.0	50	88	0.84
	@	@	wondering	30	10	0.94	+	12.1	24	88	0.87
	@	@	wonders	3	10	0.84	-	5.9	4	84	0.92
	word	NoC	%	419	10	0.89	-	9.1	440	90	0.94
	@	@	word	214	10	0.88	+	24.8	191	90	0.94
	@	@	words	205	10	0.88	-	76.0	249	90	0.94
	work	NoC	%	601	10	0.92	-	48.8	659	90	0.95
	@	@	work	601	10	0.92	-	48.8	659	90	0.95
	work	Verb	%	931	10	0.91	+	1306.0	613	90	0.97
	@	@	work	415	10	0.92	+	924.2	242	90	0.97
	@	@	worked	152	10	0.85	+	53.5	124	90	0.97
	@	@	working	282	10	0.91	+	412.8	184	90	0.97
	@	@	works	82	10	0.94	+	65.1	61	90	0.95
	@	@	wrought	0	1	0.00	-	36.6	2	75	0.92
	worker	NoC	%	81	10	0.73	-	821.3	195	90	0.90
	@	@	worker	18	10	0.80	-	135.3	39	90	0.89
	@	@	workers	63	10	0.69	-	688.2	157	90	0.90
	world	NoC	%	250	10	0.81	-	2954.6	640	90	0.96
	@	@	world	248	10	0.80	-	2867.8	629	90	0.96
	@	@	worlds	2	9	0.74	-	97.2	11	86	0.93
	would	VMod	%	4472	10	0.94	+	8573.4	2722	90	0.96
	@	@	'd	1194	10	0.92	+	15417.8	256	89	0.87
	@	@	would	3278	10	0.92	+	2223.9	2467	90	0.97
	write	Verb	%	432	10	0.90	+	29.6	396	90	0.96
	@	@	write	206	10	0.88	+	828.4	97	90	0.95
	@	@	writes	9	10	0.72	-	176.9	28	89	0.89
	@	@	writing	63	10	0.86	+	0.0	63	90	0.95
	@	@	written	94	10	0.88	-	11.1	105	90	0.96
	@	@	wrote	61	10	0.93	-	195.3	103	90	0.89
	wrong	Adj	%	263	10	0.95	+	841.1	136	90	0.95
	@	@	wrong	263	10	0.95	+	841.3	136	90	0.95
	yeah	Int	:	7890	10	0.78	+	356172.5	17	70	0.84
	year	NoC	%	1507	10	0.90	-	126.9	1655	90	0.95
	@	@	year	803	10	0.90	+	65.1	730	90	0.93
	@	@	years	704	10	0.90	-	537.9	925	90	0.97
	yes	Int	:	3840	10	0.93	+	107268.2	231	90	0.85
	yesterday	Adv	:	177	10	0.83	-	19.1	197	88	0.77
	yet	Adv	:	307	10	0.91	-	32.0	341	90	0.97
	you	Pron	%	26077	10	0.92	+	387305.8	4774	90	0.90
